time,value
171,79.60000000000002
172,79.9
173,78.60000000000002
174,80.5
175,52.0
176,49.7
177,51.4
178,49.2
179,51.8
180,52.90000000000001
181,52.2
182,53.40000000000001
183,53.1
184,54.2
185,53.1
186,54.6
187,56.3
188,52.3
189,55.40000000000001
190,57.6
191,56.6
192,59.6
193,56.7
194,56.6
195,57.7
196,56.3
197,58.9
198,59.2
199,59.7
200,82.0
201,87.1
202,87.0
203,88.6
204,86.6
205,88.4
206,88.2
207,89.60000000000002
208,89.5
209,85.8
210,89.0
211,86.6
212,88.4
213,90.1
214,88.7
215,88.6
216,87.5
217,88.6
218,85.8
219,89.7
220,88.6
221,87.6
222,89.8
223,87.7
224,88.0
225,46.7
226,42.0
227,43.5
228,41.5
229,41.3
230,41.5
231,41.3
232,41.3
233,42.4
234,42.9
235,41.3
236,41.4
237,43.6
238,45.1
239,43.0
240,45.9
241,44.9
242,45.5
243,45.6
244,48.5
245,46.1
246,50.1
247,50.0
248,50.3
249,50.8
250,70.7
251,71.5
252,71.7
253,72.7
254,72.1
255,73.3
256,73.4
257,73.4
258,74.5
259,75.6
260,75.2
261,73.6
262,77.5
263,76.3
264,77.60000000000002
265,78.0
266,75.9
267,78.2
268,76.1
269,78.7
270,78.3
271,79.60000000000002
272,79.9
273,78.60000000000002
274,80.5
275,52.0
276,49.7
277,51.4
278,49.2
279,51.8
280,52.90000000000001
281,52.2
282,53.40000000000001
283,53.1
284,54.2
285,53.1
286,54.6
287,56.3
288,52.3
289,55.40000000000001
290,57.6
291,56.6
292,59.6
293,56.7
294,56.6
295,57.7
296,56.3
297,58.9
298,59.2
299,59.7
300,82.0
301,87.1
302,87.0
303,88.6
304,86.6
305,88.4
306,88.2
307,89.60000000000002
308,89.5
309,85.8
310,89.0
311,86.6
312,88.4
313,90.1
314,88.7
315,88.6
316,87.5
317,88.6
318,85.8
319,89.7
320,88.6
321,87.6
322,89.8
323,87.7
324,88.0
325,46.7
326,42.0
327,43.5
328,41.5
329,41.3
330,41.5
331,41.3
332,41.3
333,42.4
334,42.9
335,41.3
336,41.4
337,43.6
338,45.1
339,43.0
340,45.9
341,44.9
342,45.5
343,45.6
344,48.5
345,46.1
346,50.1
347,50.0
348,50.3
349,50.8
350,70.7
351,71.5
352,71.7
353,72.7
354,72.1
355,73.3
356,73.4
357,73.4
358,74.5
359,75.6
360,75.2
361,73.6
362,77.5
363,76.3
364,77.60000000000002
365,78.0
366,75.9
367,78.2
368,76.1
369,78.7
370,78.3
371,79.60000000000002
372,79.9
373,78.60000000000002
374,80.5
375,52.0
376,49.7
377,51.4
378,49.2
379,51.8
380,52.90000000000001
381,52.2
382,53.40000000000001
383,53.1
384,54.2
385,53.1
386,54.6
387,56.3
388,52.3
389,55.40000000000001
390,57.6
391,56.6
392,59.6
393,56.7
394,56.6
395,57.7
396,56.3
397,58.9
398,59.2
399,59.7
400,82.0
401,87.1
402,87.0
403,88.6
404,86.6
405,88.4
406,88.2
407,89.60000000000002
408,89.5
409,85.8
410,89.0
411,86.6
412,88.4
413,90.1
414,88.7
415,88.6
416,87.5
417,88.6
418,85.8
419,89.7
420,88.6
421,87.6
422,89.8
423,87.7
424,88.0
425,46.7
426,42.0
427,43.5
428,41.5
429,41.3
430,41.5
431,41.3
432,41.3
433,42.4
434,42.9
435,41.3
436,41.4
437,43.6
438,45.1
439,43.0
440,45.9
441,44.9
442,45.5
443,45.6
444,48.5
445,46.1
446,50.1
447,50.0
448,50.3
449,50.8
450,70.7
451,71.5
452,71.7
453,72.7
454,72.1
455,73.3
456,73.4
457,73.4
458,74.5
459,75.6
460,75.2
461,73.6
462,77.5
463,76.3
464,77.60000000000002
465,78.0
466,75.9
467,78.2
468,76.1
469,78.7
470,78.3
471,79.60000000000002
472,79.9
473,78.60000000000002
474,80.5
475,52.0
476,49.7
477,51.4
478,49.2
479,51.8
480,52.90000000000001
481,52.2
482,53.40000000000001
483,53.1
484,54.2
485,53.1
486,54.6
487,56.3
488,52.3
489,55.40000000000001
490,57.6
491,56.6
492,59.6
493,56.7
494,56.6
495,57.7
496,56.3
497,58.9
498,59.2
499,59.7
500,82.0
501,87.1
502,87.0
503,88.6
504,86.6
505,88.4
506,88.2
507,89.60000000000002
508,89.5
509,85.8
510,89.0
511,86.6
512,88.4
513,90.1
514,88.7
515,88.6
516,87.5
517,88.6
518,85.8
519,89.7
520,88.6
521,87.6
522,89.8
523,87.7
524,88.0
525,46.7
526,42.0
527,43.5
528,41.5
529,41.3
530,41.5
531,41.3
532,41.3
533,42.4
534,42.9
535,41.3
536,41.4
537,43.6
538,45.1
539,43.0
540,45.9
541,44.9
542,45.5
543,45.6
544,48.5
545,46.1
546,50.1
547,50.0
548,50.3
549,50.8
550,70.7
551,71.5
552,71.7
553,72.7
554,72.1
555,73.3
556,73.4
557,73.4
558,74.5
559,75.6
560,75.2
561,73.6
562,77.5
563,76.3
564,77.60000000000002
565,78.0
566,75.9
567,78.2
568,76.1
569,78.7
570,78.3
571,79.60000000000002
572,79.9
573,78.60000000000002
574,80.5
575,52.0
576,49.7
577,51.4
578,49.2
579,51.8
580,52.90000000000001
581,52.2
582,53.40000000000001
583,53.1
584,54.2
585,53.1
586,54.6
587,56.3
588,52.3
589,55.40000000000001
590,57.6
591,56.6
592,59.6
593,56.7
594,56.6
595,57.7
596,56.3
597,58.9
598,59.2
599,59.7
600,82.0
601,87.1
602,87.0
603,88.6
604,86.6
605,88.4
606,88.2
607,89.60000000000002
608,89.5
609,85.8
610,89.0
611,86.6
612,88.4
613,90.1
614,88.7
615,88.6
616,87.5
617,88.6
618,85.8
619,89.7
620,88.6
621,87.6
622,89.8
623,87.7
624,88.0
625,46.7
626,42.0
627,43.5
628,41.5
629,41.3
630,41.5
631,41.3
632,41.3
633,42.4
634,42.9
635,41.3
636,41.4
637,43.6
638,45.1
639,43.0
640,45.9
641,44.9
642,45.5
643,45.6
644,48.5
645,46.1
646,50.1
647,50.0
648,50.3
649,50.8
650,70.7
651,71.5
652,71.7
653,72.7
654,72.1
655,73.3
656,73.4
657,73.4
658,74.5
659,75.6
660,75.2
661,73.6
662,77.5
663,76.3
664,77.60000000000002
665,78.0
666,75.9
667,78.2
668,76.1
669,78.7
670,78.3
671,79.60000000000002
672,79.9
673,78.60000000000002
674,80.5
675,52.0
676,49.7
677,51.4
678,49.2
679,51.8
680,52.90000000000001
681,52.2
682,53.40000000000001
683,53.1
684,54.2
685,53.1
686,54.6
687,56.3
688,52.3
689,55.40000000000001
690,57.6
691,56.6
692,59.6
693,56.7
694,56.6
695,57.7
696,56.3
697,58.9
698,59.2
699,59.7
700,82.0
701,87.1
702,87.0
703,88.6
704,86.6
705,88.4
706,88.2
707,89.60000000000002
708,89.5
709,85.8
710,89.0
711,86.6
712,88.4
713,90.1
714,88.7
715,88.6
716,87.5
717,88.6
718,85.8
719,89.7
720,88.6
721,87.6
722,89.8
723,87.7
724,88.0
725,46.7
726,42.0
727,43.5
728,41.5
729,41.3
730,41.5
731,41.3
732,41.3
733,42.4
734,42.9
735,41.3
736,41.4
737,43.6
738,45.1
739,43.0
740,45.9
741,44.9
742,45.5
743,45.6
744,48.5
745,46.1
746,50.1
747,50.0
748,50.3
749,50.8
750,70.7
751,71.5
752,71.7
753,72.7
754,72.1
755,73.3
756,73.4
757,73.4
758,74.5
759,75.6
760,75.2
761,73.6
762,77.5
763,76.3
764,77.60000000000002
765,78.0
766,75.9
767,78.2
768,76.1
769,78.7
770,78.3
771,79.60000000000002
772,79.9
773,78.60000000000002
774,80.5
775,52.0
776,49.7
777,51.4
778,49.2
779,51.8
780,52.90000000000001
781,52.2
782,53.40000000000001
783,53.1
784,54.2
785,53.1
786,54.6
787,56.3
788,52.3
789,55.40000000000001
790,57.6
791,56.6
792,59.6
793,56.7
794,56.6
795,57.7
796,56.3
797,58.9
798,59.2
799,59.7
800,82.0
801,87.1
802,87.0
803,88.6
804,86.6
805,88.4
806,88.2
807,89.60000000000002
808,89.5
809,85.8
810,89.0
811,86.6
812,88.4
813,90.1
814,88.7
815,88.6
816,87.5
817,88.6
818,85.8
819,89.7
820,88.6
821,87.6
822,89.8
823,87.7
824,88.0
825,46.7
826,42.0
827,43.5
828,41.5
829,41.3
830,41.5
831,41.3
832,41.3
833,42.4
834,42.9
835,41.3
836,41.4
837,43.6
838,45.1
839,43.0
840,45.9
841,44.9
842,45.5
843,45.6
844,48.5
845,46.1
846,50.1
847,50.0
848,50.3
849,50.8
850,70.7
851,71.5
852,71.7
853,72.7
854,72.1
855,73.3
856,73.4
857,73.4
858,74.5
859,75.6
860,75.2
861,73.6
862,77.5
863,76.3
864,77.60000000000002
865,78.0
866,75.9
867,78.2
868,76.1
869,78.7
870,78.3
871,79.60000000000002
872,79.9
873,78.60000000000002
874,80.5
875,52.0
876,49.7
877,51.4
878,49.2
879,51.8
880,52.90000000000001
881,52.2
882,53.40000000000001
883,53.1
884,54.2
885,53.1
886,54.6
887,56.3
888,52.3
889,55.40000000000001
890,57.6
891,56.6
892,59.6
893,56.7
894,56.6
895,57.7
896,56.3
897,58.9
898,59.2
899,59.7
900,82.0
901,87.1
902,87.0
903,88.6
904,86.6
905,88.4
906,88.2
907,89.60000000000002
908,89.5
909,85.8
910,89.0
911,86.6
912,88.4
913,90.1
914,88.7
915,88.6
916,87.5
917,88.6
918,85.8
919,89.7
920,88.6
921,87.6
922,89.8
923,87.7
924,88.0
925,46.7
926,42.0
927,43.5
928,41.5
929,41.3
930,41.5
931,41.3
932,41.3
933,42.4
934,42.9
935,41.3
936,41.4
937,43.6
938,45.1
939,43.0
940,45.9
941,44.9
942,45.5
943,45.6
944,48.5
945,46.1
946,50.1
947,50.0
948,50.3
949,50.8
950,70.7
951,71.5
952,71.7
953,72.7
954,72.1
955,73.3
956,73.4
957,73.4
958,74.5
959,75.6
960,75.2
961,73.6
962,77.5
963,76.3
964,77.60000000000002
965,78.0
966,75.9
967,78.2
968,76.1
969,78.7
970,78.3
971,79.60000000000002
972,79.9
973,78.60000000000002
974,80.5
975,52.0
976,49.7
977,51.4
978,49.2
979,51.8
980,52.90000000000001
981,52.2
982,53.40000000000001
983,53.1
984,54.2
985,53.1
986,54.6
987,56.3
988,52.3
989,55.40000000000001
990,57.6
991,56.6
992,59.6
993,56.7
994,56.6
995,57.7
996,56.3
997,58.9
998,59.2
999,59.7
1000,82.0
1001,87.1
1002,87.0
1003,88.6
1004,86.6
1005,88.4
1006,88.2
1007,89.60000000000002
1008,89.5
1009,85.8
1010,89.0
1011,86.6
1012,88.4
1013,90.1
1014,88.7
1015,88.6
1016,87.5
1017,88.6
1018,85.8
1019,89.7
1020,88.6
1021,87.6
1022,89.8
1023,87.7
1024,88.0
1025,46.7
1026,42.0
1027,43.5
1028,41.5
1029,41.3
1030,41.5
1031,41.3
1032,41.3
1033,42.4
1034,42.9
1035,41.3
1036,41.4
1037,43.6
1038,45.1
1039,43.0
1040,45.9
1041,44.9
1042,45.5
1043,45.6
1044,48.5
1045,46.1
1046,50.1
1047,50.0
1048,50.3
1049,50.8
1050,70.7
1051,71.5
1052,71.7
1053,72.7
1054,72.1
1055,73.3
1056,73.4
1057,73.4
1058,74.5
1059,75.6
1060,75.2
1061,73.6
1062,77.5
1063,76.3
1064,77.60000000000002
1065,78.0
1066,75.9
1067,78.2
1068,76.1
1069,78.7
1070,78.3
1071,79.60000000000002
1072,79.9
1073,78.60000000000002
1074,80.5
1075,52.0
1076,49.7
1077,51.4
1078,49.2
1079,51.8
1080,52.90000000000001
1081,52.2
1082,53.40000000000001
1083,53.1
1084,54.2
1085,53.1
1086,54.6
1087,56.3
1088,52.3
1089,55.40000000000001
1090,57.6
1091,56.6
1092,59.6
1093,56.7
1094,56.6
1095,57.7
1096,56.3
1097,58.9
1098,59.2
1099,59.7
1100,82.0
1101,87.1
1102,87.0
1103,88.6
1104,86.6
1105,88.4
1106,88.2
1107,89.60000000000002
1108,89.5
1109,85.8
1110,89.0
1111,86.6
1112,88.4
1113,90.1
1114,88.7
1115,88.6
1116,87.5
1117,88.6
1118,85.8
1119,89.7
1120,88.6
1121,87.6
1122,89.8
1123,87.7
1124,88.0
1125,46.7
1126,42.0
1127,43.5
1128,41.5
1129,41.3
1130,41.5
1131,41.3
1132,41.3
1133,42.4
1134,42.9
1135,41.3
1136,41.4
1137,43.6
1138,45.1
1139,43.0
1140,45.9
1141,44.9
1142,45.5
1143,45.6
1144,48.5
1145,46.1
1146,50.1
1147,50.0
1148,50.3
1149,50.8
1150,70.7
1151,71.5
1152,71.7
1153,72.7
1154,72.1
1155,73.3
1156,73.4
1157,73.4
1158,74.5
1159,75.6
1160,75.2
1161,73.6
1162,77.5
1163,76.3
1164,77.60000000000002
1165,78.0
1166,75.9
1167,78.2
1168,76.1
1169,78.7
1170,78.3
1171,79.60000000000002
1172,79.9
1173,78.60000000000002
1174,80.5
1175,52.0
1176,49.7
1177,51.4
1178,49.2
1179,51.8
1180,52.90000000000001
1181,52.2
1182,53.40000000000001
1183,53.1
1184,54.2
1185,53.1
1186,54.6
1187,56.3
1188,52.3
1189,55.40000000000001
1190,57.6
1191,56.6
1192,59.6
1193,56.7
1194,56.6
1195,57.7
1196,56.3
1197,58.9
1198,59.2
1199,59.7
1200,82.0
1201,87.1
1202,87.0
1203,88.6
1204,86.6
1205,88.4
1206,88.2
1207,89.60000000000002
1208,89.5
1209,85.8
1210,89.0
1211,86.6
1212,88.4
1213,90.1
1214,88.7
1215,88.6
1216,87.5
1217,88.6
1218,85.8
1219,89.7
1220,88.6
1221,87.6
1222,89.8
1223,87.7
1224,88.0
1225,46.7
1226,42.0
1227,43.5
1228,41.5
1229,41.3
1230,41.5
1231,41.3
1232,41.3
1233,42.4
1234,42.9
1235,41.3
1236,41.4
1237,43.6
1238,45.1
1239,43.0
1240,45.9
1241,44.9
1242,45.5
1243,45.6
1244,48.5
1245,46.1
1246,50.1
1247,50.0
1248,50.3
1249,50.8
1250,70.7
1251,71.5
1252,71.7
1253,72.7
1254,72.1
1255,73.3
1256,73.4
1257,73.4
1258,74.5
1259,75.6
1260,75.2
1261,73.6
1262,77.5
1263,76.3
1264,77.60000000000002
1265,78.0
1266,75.9
1267,78.2
1268,76.1
1269,78.7
1270,78.3
1271,79.60000000000002
1272,79.9
1273,78.60000000000002
1274,80.5
1275,52.0
1276,49.7
1277,51.4
1278,49.2
1279,51.8
1280,52.90000000000001
1281,52.2
1282,53.40000000000001
1283,53.1
1284,54.2
1285,53.1
1286,54.6
1287,56.3
1288,52.3
1289,55.40000000000001
1290,57.6
1291,56.6
1292,59.6
1293,56.7
1294,56.6
1295,57.7
1296,56.3
1297,58.9
1298,59.2
1299,59.7
1300,82.0
1301,87.1
1302,87.0
1303,88.6
1304,86.6
1305,88.4
1306,88.2
1307,89.60000000000002
1308,89.5
1309,85.8
1310,89.0
1311,86.6
1312,88.4
1313,90.1
1314,88.7
1315,88.6
1316,87.5
1317,88.6
1318,85.8
1319,89.7
1320,88.6
1321,87.6
1322,89.8
1323,87.7
1324,88.0
1325,46.7
1326,42.0
1327,43.5
1328,41.5
1329,41.3
1330,41.5
1331,41.3
1332,41.3
1333,42.4
1334,42.9
1335,41.3
1336,41.4
1337,43.6
1338,45.1
1339,43.0
1340,45.9
1341,44.9
1342,45.5
1343,45.6
1344,48.5
1345,46.1
1346,50.1
1347,50.0
1348,50.3
1349,50.8
1350,70.7
1351,71.5
1352,71.7
1353,72.7
1354,72.1
1355,73.3
1356,73.4
1357,73.4
1358,74.5
1359,75.6
1360,75.2
1361,73.6
1362,77.5
1363,76.3
1364,77.60000000000002
1365,78.0
1366,75.9
1367,78.2
1368,76.1
1369,78.7
1370,78.3
1371,79.60000000000002
1372,79.9
1373,78.60000000000002
1374,80.5
1375,52.0
1376,49.7
1377,51.4
1378,49.2
1379,51.8
1380,52.90000000000001
1381,52.2
1382,53.40000000000001
1383,53.1
1384,54.2
1385,53.1
1386,54.6
1387,56.3
1388,52.3
1389,55.40000000000001
1390,57.6
1391,56.6
1392,59.6
1393,56.7
1394,56.6
1395,57.7
1396,56.3
1397,58.9
1398,59.2
1399,59.7
1400,82.0
1401,87.1
1402,87.0
1403,88.6
1404,86.6
1405,88.4
1406,88.2
1407,89.60000000000002
1408,89.5
1409,85.8
1410,89.0
1411,86.6
1412,88.4
1413,90.1
1414,88.7
1415,88.6
1416,87.5
1417,88.6
1418,85.8
1419,89.7
1420,88.6
1421,87.6
1422,89.8
1423,87.7
1424,88.0
1425,46.7
1426,42.0
1427,43.5
1428,41.5
1429,41.3
1430,41.5
1431,41.3
1432,41.3
1433,42.4
1434,42.9
1435,41.3
1436,41.4
1437,43.6
1438,45.1
1439,43.0
1440,45.9
1441,44.9
1442,45.5
1443,45.6
1444,48.5
1445,46.1
1446,50.1
1447,50.0
1448,50.3
1449,50.8
1450,70.7
1451,71.5
1452,71.7
1453,72.7
1454,72.1
1455,73.3
1456,73.4
1457,73.4
1458,74.5
1459,75.6
1460,75.2
1461,73.6
1462,77.5
1463,76.3
1464,77.60000000000002
1465,78.0
1466,75.9
1467,78.2
1468,76.1
1469,78.7
1470,78.3
1471,79.60000000000002
1472,79.9
1473,78.60000000000002
1474,80.5
1475,52.0
1476,49.7
1477,51.4
1478,49.2
1479,51.8
1480,52.90000000000001
1481,52.2
1482,53.40000000000001
1483,53.1
1484,54.2
1485,53.1
1486,54.6
1487,56.3
1488,52.3
1489,55.40000000000001
1490,57.6
1491,56.6
1492,59.6
1493,56.7
1494,56.6
1495,57.7
1496,56.3
1497,58.9
1498,59.2
1499,59.7
1500,82.0
1501,87.1
1502,87.0
1503,88.6
1504,86.6
1505,88.4
1506,88.2
1507,89.60000000000002
1508,89.5
1509,85.8
1510,89.0
1511,86.6
1512,88.4
1513,90.1
1514,88.7
1515,88.6
1516,87.5
1517,88.6
1518,85.8
1519,89.7
1520,88.6
1521,87.6
1522,89.8
1523,87.7
1524,88.0
1525,46.7
1526,42.0
1527,43.5
1528,41.5
1529,41.3
1530,41.5
1531,41.3
1532,41.3
1533,42.4
1534,42.9
1535,41.3
1536,41.4
1537,43.6
1538,45.1
1539,43.0
1540,45.9
1541,44.9
1542,45.5
1543,45.6
1544,48.5
1545,46.1
1546,50.1
1547,50.0
1548,50.3
1549,50.8
1550,70.7
1551,71.5
1552,71.7
1553,72.7
1554,72.1
1555,73.3
1556,73.4
1557,73.4
1558,74.5
1559,75.6
1560,75.2
1561,73.6
1562,77.5
1563,76.3
1564,77.60000000000002
1565,78.0
1566,75.9
1567,78.2
1568,76.1
1569,78.7
1570,78.3
1571,79.60000000000002
1572,79.9
1573,78.60000000000002
1574,80.5
1575,52.0
1576,49.7
1577,51.4
1578,49.2
1579,51.8
1580,52.90000000000001
1581,52.2
1582,53.40000000000001
1583,53.1
1584,54.2
1585,53.1
1586,54.6
1587,56.3
1588,52.3
1589,55.40000000000001
1590,57.6
1591,56.6
1592,59.6
1593,56.7
1594,56.6
1595,57.7
1596,56.3
1597,58.9
1598,59.2
1599,59.7
1600,82.0
1601,87.1
1602,87.0
1603,88.6
1604,86.6
1605,88.4
1606,88.2
1607,89.60000000000002
1608,89.5
1609,85.8
1610,89.0
1611,86.6
1612,88.4
1613,90.1
1614,88.7
1615,88.6
1616,87.5
1617,88.6
1618,85.8
1619,89.7
1620,88.6
1621,87.6
1622,89.8
1623,87.7
1624,88.0
1625,46.7
1626,42.0
1627,43.5
1628,41.5
1629,41.3
1630,41.5
1631,41.3
1632,41.3
1633,42.4
1634,42.9
1635,41.3
1636,41.4
1637,43.6
1638,45.1
1639,43.0
1640,45.9
1641,44.9
1642,45.5
1643,45.6
1644,48.5
1645,46.1
1646,50.1
1647,50.0
1648,50.3
1649,50.8
1650,70.7
1651,71.5
1652,71.7
1653,72.7
1654,72.1
1655,73.3
1656,73.4
1657,73.4
1658,74.5
1659,75.6
1660,75.2
1661,73.6
1662,77.5
1663,76.3
1664,77.60000000000002
1665,78.0
1666,75.9
1667,78.2
1668,76.1
1669,78.7
1670,78.3
1671,79.60000000000002
1672,79.9
1673,78.60000000000002
1674,80.5
1675,52.0
1676,49.7
1677,51.4
1678,49.2
1679,51.8
1680,52.90000000000001
1681,52.2
1682,53.40000000000001
1683,53.1
1684,54.2
1685,53.1
1686,54.6
1687,56.3
1688,52.3
1689,55.40000000000001
1690,57.6
1691,56.6
1692,59.6
1693,56.7
1694,56.6
1695,57.7
1696,56.3
1697,58.9
1698,59.2
1699,59.7
1700,82.0
1701,87.1
1702,87.0
1703,88.6
1704,86.6
1705,88.4
1706,88.2
1707,89.60000000000002
1708,89.5
1709,85.8
1710,89.0
1711,86.6
1712,88.4
1713,90.1
1714,88.7
1715,88.6
1716,87.5
1717,88.6
1718,85.8
1719,89.7
1720,88.6
1721,87.6
1722,89.8
1723,87.7
1724,88.0
1725,46.7
1726,42.0
1727,43.5
1728,41.5
1729,41.3
1730,41.5
1731,41.3
1732,41.3
1733,42.4
1734,42.9
1735,41.3
1736,41.4
1737,43.6
1738,45.1
1739,43.0
1740,45.9
1741,44.9
1742,45.5
1743,45.6
1744,48.5
1745,46.1
1746,50.1
1747,50.0
1748,50.3
1749,50.8
1750,70.7
1751,71.5
1752,71.7
1753,72.7
1754,72.1
1755,73.3
1756,73.4
1757,73.4
1758,74.5
1759,75.6
1760,75.2
1761,73.6
1762,77.5
1763,76.3
1764,77.60000000000002
1765,78.0
1766,75.9
1767,78.2
1768,76.1
1769,78.7
1770,78.3
1771,79.60000000000002
1772,79.9
1773,78.60000000000002
1774,80.5
1775,52.0
1776,49.7
1777,51.4
1778,49.2
1779,51.8
1780,52.90000000000001
1781,52.2
1782,53.40000000000001
1783,53.1
1784,54.2
1785,53.1
1786,54.6
1787,56.3
1788,52.3
1789,55.40000000000001
1790,57.6
1791,56.6
1792,59.6
1793,56.7
1794,56.6
1795,57.7
1796,56.3
1797,58.9
1798,59.2
1799,59.7
1800,82.0
1801,87.1
1802,87.0
1803,88.6
1804,86.6
1805,88.4
1806,88.2
1807,89.60000000000002
1808,89.5
1809,85.8
1810,89.0
1811,86.6
1812,88.4
1813,90.1
1814,88.7
1815,88.6
1816,87.5
1817,88.6
1818,85.8
1819,89.7
1820,88.6
1821,87.6
1822,89.8
1823,87.7
1824,88.0
1825,46.7
1826,42.0
1827,43.5
1828,41.5
1829,41.3
1830,41.5
1831,41.3
1832,41.3
1833,42.4
1834,42.9
1835,41.3
1836,41.4
1837,43.6
1838,45.1
1839,43.0
1840,45.9
1841,44.9
1842,45.5
1843,45.6
1844,48.5
1845,46.1
1846,50.1
1847,50.0
1848,50.3
1849,50.8
1850,70.7
1851,71.5
1852,71.7
1853,72.7
1854,72.1
1855,73.3
1856,73.4
1857,73.4
1858,74.5
1859,75.6
1860,75.2
1861,73.6
1862,77.5
1863,76.3
1864,77.60000000000002
1865,78.0
1866,75.9
1867,78.2
1868,76.1
1869,78.7
1870,78.3
1871,79.60000000000002
1872,79.9
1873,78.60000000000002
1874,80.5
1875,52.0
1876,49.7
1877,51.4
1878,49.2
1879,51.8
1880,52.90000000000001
1881,52.2
1882,53.40000000000001
1883,53.1
1884,54.2
1885,53.1
1886,54.6
1887,56.3
1888,52.3
1889,55.40000000000001
1890,57.6
1891,56.6
1892,59.6
1893,56.7
1894,56.6
1895,57.7
1896,56.3
1897,58.9
1898,59.2
1899,59.7
1900,82.0
1901,87.1
1902,87.0
1903,88.6
1904,86.6
1905,88.4
1906,88.2
1907,89.60000000000002
1908,89.5
1909,85.8
1910,89.0
1911,86.6
1912,88.4
1913,90.1
1914,88.7
1915,88.6
1916,87.5
1917,88.6
1918,85.8
1919,89.7
1920,88.6
1921,87.6
1922,89.8
1923,87.7
1924,88.0
1925,46.7
1926,42.0
1927,43.5
1928,41.5
1929,41.3
1930,41.5
1931,41.3
1932,41.3
1933,42.4
1934,42.9
1935,41.3
1936,41.4
1937,43.6
1938,45.1
1939,43.0
1940,45.9
1941,44.9
1942,45.5
1943,45.6
1944,48.5
1945,46.1
1946,50.1
1947,50.0
1948,50.3
1949,50.8
1950,70.7
1951,71.5
1952,71.7
1953,72.7
1954,72.1
1955,73.3
1956,73.4
1957,73.4
1958,74.5
1959,75.6
1960,75.2
1961,73.6
1962,77.5
1963,76.3
1964,77.60000000000002
1965,78.0
1966,75.9
1967,78.2
1968,76.1
1969,78.7
1970,78.3
1971,79.60000000000002
1972,79.9
1973,78.60000000000002
1974,80.5
1975,52.0
1976,49.7
1977,51.4
1978,49.2
1979,51.8
1980,52.90000000000001
1981,52.2
1982,53.40000000000001
1983,53.1
1984,54.2
1985,53.1
1986,54.6
1987,56.3
1988,52.3
1989,55.40000000000001
1990,57.6
1991,56.6
1992,59.6
1993,56.7
1994,56.6
1995,57.7
1996,56.3
1997,58.9
1998,59.2
1999,59.7
2000,82.0
2001,87.1
2002,87.0
2003,88.6
2004,86.6
2005,88.4
2006,88.2
2007,89.60000000000002
2008,89.5
2009,85.8
2010,89.0
2011,86.6
2012,88.4
2013,90.1
2014,88.7
2015,88.6
2016,87.5
2017,88.6
2018,85.8
2019,89.7
2020,88.6
2021,87.6
2022,89.8
2023,87.7
2024,88.0
2025,46.7
2026,42.0
2027,43.5
2028,41.5
2029,41.3
2030,41.5
2031,41.3
2032,41.3
2033,42.4
2034,42.9
2035,41.3
2036,41.4
2037,43.6
2038,45.1
2039,43.0
2040,45.9
2041,44.9
2042,45.5
2043,45.6
2044,48.5
2045,46.1
2046,50.1
2047,50.0
2048,50.3
2049,50.8
2050,70.7
2051,71.5
2052,71.7
2053,72.7
2054,72.1
2055,73.3
2056,73.4
2057,73.4
2058,74.5
2059,75.6
2060,75.2
