time,value
593,81.89999999999998
594,82.0
595,80.10000000000002
596,81.0
597,82.0
598,82.19999999999997
599,83.5
600,85.5
601,88.2
602,88.9
603,88.9
604,88.9
605,87.8
606,88.3
607,87.8
608,87.2
609,87.8
610,89.60000000000002
611,88.1
612,88.3
613,88.4
614,87.9
615,87.9
616,89.0
617,88.5
618,88.2
619,86.5
620,88.2
621,88.6
622,90.6
623,88.1
624,88.6
625,88.0
626,87.0
627,88.8
628,88.3
629,87.6
630,88.8
631,89.60000000000002
632,88.4
633,87.0
634,87.6
635,87.8
636,87.9
637,88.4
638,85.9
639,87.8
640,88.2
641,86.5
642,87.1
643,85.5
644,83.89999999999998
645,86.1
646,83.6
647,82.39999999999998
648,84.3
649,83.39999999999998
650,83.6
651,81.89999999999998
652,79.3
653,80.2
654,79.0
655,79.60000000000002
656,83.5
657,77.9
658,78.60000000000002
659,78.8
660,80.30000000000003
661,77.60000000000002
662,77.5
663,78.2
664,77.60000000000002
665,77.4
666,79.4
667,78.7
668,80.30000000000003
669,77.9
670,77.0
671,80.80000000000003
672,81.2
673,80.60000000000002
674,78.0
675,78.7
676,78.4
677,79.80000000000003
678,78.9
679,77.7
680,80.80000000000003
681,79.9
682,82.3
683,81.0
684,80.5
685,81.39999999999998
686,81.5
687,79.9
688,81.89999999999998
689,82.8
690,81.0
691,80.10000000000002
692,83.2
693,81.89999999999998
694,82.0
695,80.10000000000002
696,81.0
697,82.0
698,82.19999999999997
699,83.5
700,85.5
701,88.2
702,88.9
703,88.9
704,88.9
705,87.8
706,88.3
707,87.8
708,87.2
709,87.8
710,89.60000000000002
711,88.1
712,88.3
713,88.4
714,87.9
715,87.9
716,89.0
717,88.5
718,88.2
719,86.5
720,88.2
721,88.6
722,90.6
723,88.1
724,88.6
725,88.0
726,87.0
727,88.8
728,88.3
729,87.6
730,88.8
731,89.60000000000002
732,88.4
733,87.0
734,87.6
735,87.8
736,87.9
737,88.4
738,85.9
739,87.8
740,88.2
741,86.5
742,87.1
743,85.5
744,83.89999999999998
745,86.1
746,83.6
747,82.39999999999998
748,84.3
749,83.39999999999998
750,83.6
751,81.89999999999998
752,79.3
753,80.2
754,79.0
755,79.60000000000002
756,83.5
757,77.9
758,78.60000000000002
759,78.8
760,80.30000000000003
761,77.60000000000002
762,77.5
763,78.2
764,77.60000000000002
765,77.4
766,79.4
767,78.7
768,80.30000000000003
769,77.9
770,77.0
771,80.80000000000003
772,81.2
773,80.60000000000002
774,78.0
775,78.7
776,78.4
777,79.80000000000003
778,78.9
779,77.7
780,80.80000000000003
781,79.9
782,82.3
783,81.0
784,80.5
785,81.39999999999998
786,81.5
787,79.9
788,81.89999999999998
789,82.8
790,81.0
791,80.10000000000002
792,83.2
793,81.89999999999998
794,82.0
795,80.10000000000002
796,81.0
797,82.0
798,82.19999999999997
799,83.5
800,85.5
801,88.2
802,88.9
803,88.9
804,88.9
805,87.8
806,88.3
807,87.8
808,87.2
809,87.8
810,89.60000000000002
811,88.1
812,88.3
813,88.4
814,87.9
815,87.9
816,89.0
817,88.5
818,88.2
819,86.5
820,88.2
821,88.6
822,90.6
823,88.1
824,88.6
825,88.0
826,87.0
827,88.8
828,88.3
829,87.6
830,88.8
831,89.60000000000002
832,88.4
833,87.0
834,87.6
835,87.8
836,87.9
837,88.4
838,85.9
839,87.8
840,88.2
841,86.5
842,87.1
843,85.5
844,83.89999999999998
845,86.1
846,83.6
847,82.39999999999998
848,84.3
849,83.39999999999998
850,83.6
851,81.89999999999998
852,79.3
853,80.2
854,79.0
855,79.60000000000002
856,83.5
857,77.9
858,78.60000000000002
859,78.8
860,80.30000000000003
861,77.60000000000002
862,77.5
863,78.2
864,77.60000000000002
865,77.4
866,79.4
867,78.7
868,80.30000000000003
869,77.9
870,77.0
871,80.80000000000003
872,81.2
873,80.60000000000002
874,78.0
875,78.7
876,78.4
877,79.80000000000003
878,78.9
879,77.7
880,80.80000000000003
881,79.9
882,82.3
883,81.0
884,80.5
885,81.39999999999998
886,81.5
887,79.9
888,81.89999999999998
889,82.8
890,81.0
891,80.10000000000002
892,83.2
893,81.89999999999998
894,82.0
895,80.10000000000002
896,81.0
897,82.0
898,82.19999999999997
899,83.5
900,85.5
901,88.2
902,88.9
903,88.9
904,88.9
905,87.8
906,88.3
907,87.8
908,87.2
909,87.8
910,89.60000000000002
911,88.1
912,88.3
913,88.4
914,87.9
915,87.9
916,89.0
917,88.5
918,88.2
919,86.5
920,88.2
921,88.6
922,90.6
923,88.1
924,88.6
925,88.0
926,87.0
927,88.8
928,88.3
929,87.6
930,88.8
931,89.60000000000002
932,88.4
933,87.0
934,87.6
935,87.8
936,87.9
937,88.4
938,85.9
939,87.8
940,88.2
941,86.5
942,87.1
943,85.5
944,83.89999999999998
945,86.1
946,83.6
947,82.39999999999998
948,84.3
949,83.39999999999998
950,83.6
951,81.89999999999998
952,79.3
953,80.2
954,79.0
955,79.60000000000002
956,83.5
957,77.9
958,78.60000000000002
959,78.8
960,80.30000000000003
961,77.60000000000002
962,77.5
963,78.2
964,77.60000000000002
965,77.4
966,79.4
967,78.7
968,80.30000000000003
969,77.9
970,77.0
971,80.80000000000003
972,81.2
973,80.60000000000002
974,78.0
975,78.7
976,78.4
977,79.80000000000003
978,78.9
979,77.7
980,80.80000000000003
981,79.9
982,82.3
983,81.0
984,80.5
985,81.39999999999998
986,81.5
987,79.9
988,81.89999999999998
989,82.8
990,81.0
991,80.10000000000002
992,83.2
993,81.89999999999998
994,82.0
995,80.10000000000002
996,81.0
997,82.0
998,82.19999999999997
999,83.5
1000,85.5
1001,88.2
1002,88.9
1003,88.9
1004,88.9
1005,87.8
1006,88.3
1007,87.8
1008,87.2
1009,87.8
1010,89.60000000000002
1011,88.1
1012,88.3
1013,88.4
1014,87.9
1015,87.9
1016,89.0
1017,88.5
1018,88.2
1019,86.5
1020,88.2
1021,88.6
1022,90.6
1023,88.1
1024,88.6
1025,88.0
1026,87.0
1027,88.8
1028,88.3
1029,87.6
1030,88.8
1031,89.60000000000002
1032,88.4
1033,87.0
1034,87.6
1035,87.8
1036,87.9
1037,88.4
1038,85.9
1039,87.8
1040,88.2
1041,86.5
1042,87.1
1043,85.5
1044,83.89999999999998
1045,86.1
1046,83.6
1047,82.39999999999998
1048,84.3
1049,83.39999999999998
1050,83.6
1051,81.89999999999998
1052,79.3
1053,80.2
1054,79.0
1055,79.60000000000002
1056,83.5
1057,77.9
1058,78.60000000000002
1059,78.8
1060,80.30000000000003
1061,77.60000000000002
1062,77.5
1063,78.2
1064,77.60000000000002
1065,77.4
1066,79.4
1067,78.7
1068,80.30000000000003
1069,77.9
1070,77.0
1071,80.80000000000003
1072,81.2
1073,80.60000000000002
1074,78.0
1075,78.7
1076,78.4
1077,79.80000000000003
1078,78.9
1079,77.7
1080,80.80000000000003
1081,79.9
1082,82.3
1083,81.0
1084,80.5
1085,81.39999999999998
1086,81.5
1087,79.9
1088,81.89999999999998
1089,82.8
1090,81.0
1091,80.10000000000002
1092,83.2
1093,81.89999999999998
1094,82.0
1095,80.10000000000002
1096,81.0
1097,82.0
1098,82.19999999999997
1099,83.5
1100,85.5
1101,88.2
1102,88.9
1103,88.9
1104,88.9
1105,87.8
1106,88.3
1107,87.8
1108,87.2
1109,87.8
1110,89.60000000000002
1111,88.1
1112,88.3
1113,88.4
1114,87.9
1115,87.9
1116,89.0
1117,88.5
1118,88.2
1119,86.5
1120,88.2
1121,88.6
1122,90.6
1123,88.1
1124,88.6
1125,88.0
1126,87.0
1127,88.8
1128,88.3
1129,87.6
1130,88.8
1131,89.60000000000002
1132,88.4
1133,87.0
1134,87.6
1135,87.8
1136,87.9
1137,88.4
1138,85.9
1139,87.8
1140,88.2
1141,86.5
1142,87.1
1143,85.5
1144,83.89999999999998
1145,86.1
1146,83.6
1147,82.39999999999998
1148,84.3
1149,83.39999999999998
1150,83.6
1151,81.89999999999998
1152,79.3
1153,80.2
1154,79.0
1155,79.60000000000002
1156,83.5
1157,77.9
1158,78.60000000000002
1159,78.8
1160,80.30000000000003
1161,77.60000000000002
1162,77.5
1163,78.2
1164,77.60000000000002
1165,77.4
1166,79.4
1167,78.7
1168,80.30000000000003
1169,77.9
1170,77.0
1171,80.80000000000003
1172,81.2
1173,80.60000000000002
1174,78.0
1175,78.7
1176,78.4
1177,79.80000000000003
1178,78.9
1179,77.7
1180,80.80000000000003
1181,79.9
1182,82.3
1183,81.0
1184,80.5
1185,81.39999999999998
1186,81.5
1187,79.9
1188,81.89999999999998
1189,82.8
1190,81.0
1191,80.10000000000002
1192,83.2
1193,81.89999999999998
1194,82.0
1195,80.10000000000002
1196,81.0
1197,82.0
1198,82.19999999999997
1199,83.5
1200,85.5
1201,88.2
1202,88.9
1203,88.9
1204,88.9
1205,87.8
1206,88.3
1207,87.8
1208,87.2
1209,87.8
1210,89.60000000000002
1211,88.1
1212,88.3
1213,88.4
1214,87.9
1215,87.9
1216,89.0
1217,88.5
1218,88.2
1219,86.5
1220,88.2
1221,88.6
1222,90.6
1223,88.1
1224,88.6
1225,88.0
1226,87.0
1227,88.8
1228,88.3
1229,87.6
1230,88.8
1231,89.60000000000002
1232,88.4
1233,87.0
1234,87.6
1235,87.8
1236,87.9
1237,88.4
1238,85.9
1239,87.8
1240,88.2
1241,86.5
1242,87.1
1243,85.5
1244,83.89999999999998
1245,86.1
1246,83.6
1247,82.39999999999998
1248,84.3
1249,83.39999999999998
1250,83.6
1251,81.89999999999998
1252,79.3
1253,80.2
1254,79.0
1255,79.60000000000002
1256,83.5
1257,77.9
1258,78.60000000000002
1259,78.8
1260,80.30000000000003
1261,77.60000000000002
1262,77.5
1263,78.2
1264,77.60000000000002
1265,77.4
1266,79.4
1267,78.7
1268,80.30000000000003
1269,77.9
1270,77.0
1271,80.80000000000003
1272,81.2
1273,80.60000000000002
1274,78.0
1275,78.7
1276,78.4
1277,79.80000000000003
1278,78.9
1279,77.7
1280,80.80000000000003
1281,79.9
1282,82.3
1283,81.0
1284,80.5
1285,81.39999999999998
1286,81.5
1287,79.9
1288,81.89999999999998
1289,82.8
1290,81.0
1291,80.10000000000002
1292,83.2
1293,81.89999999999998
1294,82.0
1295,80.10000000000002
1296,81.0
1297,82.0
1298,82.19999999999997
1299,83.5
1300,85.5
1301,88.2
1302,88.9
1303,88.9
1304,88.9
1305,87.8
1306,88.3
1307,87.8
1308,87.2
1309,87.8
1310,89.60000000000002
1311,88.1
1312,88.3
1313,88.4
1314,87.9
1315,87.9
1316,89.0
1317,88.5
1318,88.2
1319,86.5
1320,88.2
1321,88.6
1322,90.6
1323,88.1
1324,88.6
1325,88.0
1326,87.0
1327,88.8
1328,88.3
1329,87.6
1330,88.8
1331,89.60000000000002
1332,88.4
1333,87.0
1334,87.6
1335,87.8
1336,87.9
1337,88.4
1338,85.9
1339,87.8
1340,88.2
1341,86.5
1342,87.1
1343,85.5
1344,83.89999999999998
1345,86.1
1346,83.6
1347,82.39999999999998
1348,84.3
1349,83.39999999999998
1350,83.6
1351,81.89999999999998
1352,79.3
1353,80.2
1354,79.0
1355,79.60000000000002
1356,83.5
1357,77.9
1358,78.60000000000002
1359,78.8
1360,80.30000000000003
1361,77.60000000000002
1362,77.5
1363,78.2
1364,77.60000000000002
1365,77.4
1366,79.4
1367,78.7
1368,80.30000000000003
1369,77.9
1370,77.0
1371,80.80000000000003
1372,81.2
1373,80.60000000000002
1374,78.0
1375,78.7
1376,78.4
1377,79.80000000000003
1378,78.9
1379,77.7
1380,80.80000000000003
1381,79.9
1382,82.3
1383,81.0
1384,80.5
1385,81.39999999999998
1386,81.5
1387,79.9
1388,81.89999999999998
1389,82.8
1390,81.0
1391,80.10000000000002
1392,83.2
1393,81.89999999999998
1394,82.0
1395,80.10000000000002
1396,81.0
1397,82.0
1398,82.19999999999997
1399,83.5
1400,85.5
1401,88.2
1402,88.9
1403,88.9
1404,88.9
1405,87.8
1406,88.3
1407,87.8
1408,87.2
1409,87.8
1410,89.60000000000002
1411,88.1
1412,88.3
1413,88.4
1414,87.9
1415,87.9
1416,89.0
1417,88.5
1418,88.2
1419,86.5
1420,88.2
1421,88.6
1422,90.6
1423,88.1
1424,88.6
1425,88.0
1426,87.0
1427,88.8
1428,88.3
1429,87.6
1430,88.8
1431,89.60000000000002
1432,88.4
1433,87.0
1434,87.6
1435,87.8
1436,87.9
1437,88.4
1438,85.9
1439,87.8
1440,88.2
1441,86.5
1442,87.1
1443,85.5
1444,83.89999999999998
1445,86.1
1446,83.6
1447,82.39999999999998
1448,84.3
1449,83.39999999999998
1450,83.6
1451,81.89999999999998
1452,79.3
1453,80.2
1454,79.0
1455,79.60000000000002
1456,83.5
1457,77.9
1458,78.60000000000002
1459,78.8
1460,80.30000000000003
1461,77.60000000000002
1462,77.5
1463,78.2
1464,77.60000000000002
1465,77.4
1466,79.4
1467,78.7
1468,80.30000000000003
1469,77.9
1470,77.0
1471,80.80000000000003
1472,81.2
1473,80.60000000000002
1474,78.0
1475,78.7
1476,78.4
1477,79.80000000000003
1478,78.9
1479,77.7
1480,80.80000000000003
1481,79.9
1482,82.3
1483,81.0
1484,80.5
1485,81.39999999999998
1486,81.5
1487,79.9
1488,81.89999999999998
1489,82.8
1490,81.0
1491,80.10000000000002
1492,83.2
1493,81.89999999999998
1494,82.0
1495,80.10000000000002
1496,81.0
1497,82.0
1498,82.19999999999997
1499,83.5
1500,85.5
1501,88.2
1502,88.9
1503,88.9
1504,88.9
1505,87.8
1506,88.3
1507,87.8
1508,87.2
1509,87.8
1510,89.60000000000002
1511,88.1
1512,88.3
1513,88.4
1514,87.9
1515,87.9
1516,89.0
1517,88.5
1518,88.2
1519,86.5
1520,88.2
1521,88.6
1522,90.6
1523,88.1
1524,88.6
1525,88.0
1526,87.0
1527,88.8
1528,88.3
1529,87.6
1530,88.8
1531,89.60000000000002
1532,88.4
1533,87.0
1534,87.6
1535,87.8
1536,87.9
1537,88.4
1538,85.9
1539,87.8
1540,88.2
1541,86.5
1542,87.1
1543,85.5
1544,83.89999999999998
1545,86.1
1546,83.6
1547,82.39999999999998
1548,84.3
1549,83.39999999999998
1550,83.6
1551,81.89999999999998
1552,79.3
1553,80.2
1554,79.0
1555,79.60000000000002
1556,83.5
1557,77.9
1558,78.60000000000002
1559,78.8
1560,80.30000000000003
1561,77.60000000000002
1562,77.5
1563,78.2
1564,77.60000000000002
1565,77.4
1566,79.4
1567,78.7
1568,80.30000000000003
1569,77.9
1570,77.0
1571,80.80000000000003
1572,81.2
1573,80.60000000000002
1574,78.0
1575,78.7
1576,78.4
1577,79.80000000000003
1578,78.9
1579,77.7
1580,80.80000000000003
1581,79.9
1582,82.3
1583,81.0
1584,80.5
1585,81.39999999999998
1586,81.5
1587,79.9
1588,81.89999999999998
1589,82.8
1590,81.0
1591,80.10000000000002
1592,83.2
1593,81.89999999999998
1594,82.0
1595,80.10000000000002
1596,81.0
1597,82.0
1598,82.19999999999997
1599,83.5
1600,85.5
1601,88.2
1602,88.9
1603,88.9
1604,88.9
1605,87.8
1606,88.3
1607,87.8
1608,87.2
1609,87.8
1610,89.60000000000002
1611,88.1
1612,88.3
1613,88.4
1614,87.9
1615,87.9
1616,89.0
1617,88.5
1618,88.2
1619,86.5
1620,88.2
1621,88.6
1622,90.6
1623,88.1
1624,88.6
1625,88.0
1626,87.0
1627,88.8
1628,88.3
1629,87.6
1630,88.8
1631,89.60000000000002
1632,88.4
1633,87.0
1634,87.6
1635,87.8
1636,87.9
1637,88.4
1638,85.9
1639,87.8
1640,88.2
1641,86.5
1642,87.1
1643,85.5
1644,83.89999999999998
1645,86.1
1646,83.6
1647,82.39999999999998
1648,84.3
1649,83.39999999999998
1650,83.6
1651,81.89999999999998
1652,79.3
1653,80.2
1654,79.0
1655,79.60000000000002
1656,83.5
1657,77.9
1658,78.60000000000002
1659,78.8
1660,80.30000000000003
1661,77.60000000000002
1662,77.5
1663,78.2
1664,77.60000000000002
1665,77.4
1666,79.4
1667,78.7
1668,80.30000000000003
1669,77.9
1670,77.0
1671,80.80000000000003
1672,81.2
1673,80.60000000000002
1674,78.0
1675,78.7
1676,78.4
1677,79.80000000000003
1678,78.9
1679,77.7
1680,80.80000000000003
1681,79.9
1682,82.3
1683,81.0
1684,80.5
1685,81.39999999999998
1686,81.5
1687,79.9
1688,81.89999999999998
1689,82.8
1690,81.0
1691,80.10000000000002
1692,83.2
1693,81.89999999999998
1694,82.0
1695,80.10000000000002
1696,81.0
1697,82.0
1698,82.19999999999997
1699,83.5
1700,85.5
1701,88.2
1702,88.9
1703,88.9
1704,88.9
1705,87.8
1706,88.3
1707,87.8
1708,87.2
1709,87.8
1710,89.60000000000002
1711,88.1
1712,88.3
1713,88.4
1714,87.9
1715,87.9
1716,89.0
1717,88.5
1718,88.2
1719,86.5
1720,88.2
1721,88.6
1722,90.6
1723,88.1
1724,88.6
1725,88.0
1726,87.0
1727,88.8
1728,88.3
1729,87.6
1730,88.8
1731,89.60000000000002
1732,88.4
1733,87.0
1734,87.6
1735,87.8
1736,87.9
1737,88.4
1738,85.9
1739,87.8
1740,88.2
1741,86.5
1742,87.1
1743,85.5
1744,83.89999999999998
1745,86.1
1746,83.6
1747,82.39999999999998
1748,84.3
1749,83.39999999999998
1750,83.6
1751,81.89999999999998
1752,79.3
1753,80.2
1754,79.0
1755,79.60000000000002
1756,83.5
1757,77.9
1758,78.60000000000002
1759,78.8
1760,80.30000000000003
1761,77.60000000000002
1762,77.5
1763,78.2
1764,77.60000000000002
1765,77.4
1766,79.4
1767,78.7
1768,80.30000000000003
1769,77.9
1770,77.0
1771,80.80000000000003
1772,81.2
1773,80.60000000000002
1774,78.0
1775,78.7
1776,78.4
1777,79.80000000000003
1778,78.9
1779,77.7
1780,80.80000000000003
1781,79.9
1782,82.3
1783,81.0
1784,80.5
1785,81.39999999999998
1786,81.5
1787,79.9
1788,81.89999999999998
1789,82.8
1790,81.0
1791,80.10000000000002
1792,83.2
1793,81.89999999999998
1794,82.0
1795,80.10000000000002
1796,81.0
1797,82.0
1798,82.19999999999997
1799,83.5
1800,85.5
1801,88.2
1802,88.9
1803,88.9
1804,88.9
1805,87.8
1806,88.3
1807,87.8
1808,87.2
1809,87.8
1810,89.60000000000002
1811,88.1
1812,88.3
1813,88.4
1814,87.9
1815,87.9
1816,89.0
1817,88.5
1818,88.2
1819,86.5
1820,88.2
1821,88.6
1822,90.6
1823,88.1
1824,88.6
1825,88.0
1826,87.0
1827,88.8
1828,88.3
1829,87.6
1830,88.8
1831,89.60000000000002
1832,88.4
1833,87.0
1834,87.6
1835,87.8
1836,87.9
1837,88.4
1838,85.9
1839,87.8
1840,88.2
1841,86.5
1842,87.1
1843,85.5
1844,83.89999999999998
1845,86.1
1846,83.6
1847,82.39999999999998
1848,84.3
1849,83.39999999999998
1850,83.6
1851,81.89999999999998
1852,79.3
1853,80.2
1854,79.0
1855,79.60000000000002
1856,83.5
1857,77.9
1858,78.60000000000002
1859,78.8
1860,80.30000000000003
1861,77.60000000000002
1862,77.5
1863,78.2
1864,77.60000000000002
1865,77.4
1866,79.4
1867,78.7
1868,80.30000000000003
1869,77.9
1870,77.0
1871,80.80000000000003
1872,81.2
1873,80.60000000000002
1874,78.0
1875,78.7
1876,78.4
1877,79.80000000000003
1878,78.9
1879,77.7
1880,80.80000000000003
1881,79.9
1882,82.3
1883,81.0
1884,80.5
1885,81.39999999999998
1886,81.5
1887,79.9
1888,81.89999999999998
1889,82.8
1890,81.0
1891,80.10000000000002
1892,83.2
1893,81.89999999999998
1894,82.0
1895,80.10000000000002
1896,81.0
1897,82.0
1898,82.19999999999997
1899,83.5
1900,85.5
1901,88.2
